Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,SEO Title,SEO Description,Status
pranasleep-karma-elite-firm,Karma Elite 2 Hybrid Firm,"<p>Stable, supportive latex comfort</p><ul><li>Natural Talalay latex comfort over individually wrapped coils</li><li>pranaCOOL quilted cover with copper-infused Talalay latex</li><li>Firm support profile for a more stable feel</li></ul><p>Call or visit to confirm current showroom availability.</p>",PranaSleep,,Mattress,"primary, pranasleep, Mattress, Firm, Firm, priced",TRUE,Size,Twin starting,pranasleep-karma-elite-firm-twin-starting,2749.95,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/pranasleep/karma-elite.webp,1,Karma Elite 2 Hybrid Firm | Discount Mattress Bowling Green,Karma Elite 2 Hybrid Firm from PranaSleep. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
pranasleep-karma-elite-firm,,,,,,,TRUE,Size,Queen starting,pranasleep-karma-elite-firm-queen-starting,3499.95,,,deny,manual,TRUE,TRUE,,,,,active
pranasleep-karma-elite-plush,Karma Elite 2 Hybrid Plush,<p>Soft pressure relief with responsive support</p><ul><li>Natural Talalay latex buoyancy with a softer comfort profile</li><li>Pocketed coil support with reinforced edges</li><li>Cooling quilt package designed for pressure relief</li></ul><p>Call or visit to confirm current showroom availability.</p>,PranaSleep,,Mattress,"primary, pranasleep, Mattress, Plush, Plush, priced",TRUE,Size,Twin starting,pranasleep-karma-elite-plush-twin-starting,2749.95,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/pranasleep/product-01.avif,1,Karma Elite 2 Hybrid Plush | Discount Mattress Bowling Green,Karma Elite 2 Hybrid Plush from PranaSleep. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
pranasleep-karma-elite-plush,,,,,,,TRUE,Size,Queen starting,pranasleep-karma-elite-plush-queen-starting,3499.95,,,deny,manual,TRUE,TRUE,,,,,active
pranasleep-karma-elite-super-cush,Karma Elite 2 Hybrid Super Cush,<p>Extra-cushioned latex comfort</p><ul><li>Extra cushioning for deeper pressure relief</li><li>Natural Talalay latex comfort over responsive coils</li><li>Thicker 15-inch Super Cush construction</li></ul><p>Call or visit to confirm current showroom availability.</p>,PranaSleep,,Mattress,"primary, pranasleep, Mattress, Super Cush, Super Cush, priced",TRUE,Size,Twin starting,pranasleep-karma-elite-super-cush-twin-starting,2749.95,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/pranasleep/product-02.avif,1,Karma Elite 2 Hybrid Super Cush | Discount Mattress Bowling Green,Karma Elite 2 Hybrid Super Cush from PranaSleep. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
pranasleep-karma-elite-super-cush,,,,,,,TRUE,Size,Queen starting,pranasleep-karma-elite-super-cush-queen-starting,3499.95,,,deny,manual,TRUE,TRUE,,,,,active
bedtech-bt6500,BT6500 Adjustable Bed,<p>Premium adjustability</p><ul><li>Advanced positioning</li><li>Comfort presets</li><li>Premium support system</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, Top Tier, priced",TRUE,Option,Premium adjustable bed,bedtech-bt6500-premium-adjustable-bed,1999,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/bt6500.webp,1,BT6500 Adjustable Bed | Discount Mattress Bowling Green,BT6500 Adjustable Bed from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-bt3000,BT3000 Adjustable Bed,<p>Comfort upgrade</p><ul><li>Head and foot articulation</li><li>Preset positions</li><li>Quiet operation</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, Featured, priced",TRUE,Option,Adjustable bed,bedtech-bt3000-adjustable-bed,1499,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/bt3000.webp,1,BT3000 Adjustable Bed | Discount Mattress Bowling Green,BT3000 Adjustable Bed from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-bt2500,BT2500 Adjustable Bed,<p>Step-up adjustability</p><ul><li>Adjustable comfort</li><li>Wireless control</li><li>Compatible mattress support</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, priced",TRUE,Option,Adjustable bed,bedtech-bt2500-adjustable-bed,1299,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/official-hero-bases.jpg,1,BT2500 Adjustable Bed | Discount Mattress Bowling Green,BT2500 Adjustable Bed from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-bt2000,BT2000 Adjustable Bed,<p>Everyday adjustability</p><ul><li>Head lift</li><li>Remote control</li><li>Easy mattress pairing</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, priced",TRUE,Option,Adjustable bed,bedtech-bt2000-adjustable-bed,1149,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/bt2000.webp,1,BT2000 Adjustable Bed | Discount Mattress Bowling Green,BT2000 Adjustable Bed from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-btx5,BTX5 Adjustable Bed,<p>Feature-rich value</p><ul><li>Head and foot elevation</li><li>Wireless control</li><li>Modern support profile</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, priced",TRUE,Option,Adjustable bed,bedtech-btx5-adjustable-bed,1249,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/official-hero-bases.jpg,1,BTX5 Adjustable Bed | Discount Mattress Bowling Green,BTX5 Adjustable Bed from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-btx4,BTX4 Adjustable Bed,<p>Lifestyle upgrade</p><ul><li>Wireless control</li><li>Head and foot articulation</li><li>Modern base profile</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, Adjustable, priced",TRUE,Option,Adjustable bed,bedtech-btx4-adjustable-bed,1049,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/btx4-base.webp,1,BTX4 Adjustable Bed | Discount Mattress Bowling Green,BTX4 Adjustable Bed from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-bthu,BTHU Adjustable Bed,<p>Simple adjustability</p><ul><li>Adjustable support</li><li>Straightforward controls</li><li>Easy mattress pairing</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, Value, priced",TRUE,Option,Adjustable bed,bedtech-bthu-adjustable-bed,749,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/official-hero-bases.jpg,1,BTHU Adjustable Bed | Discount Mattress Bowling Green,BTHU Adjustable Bed from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-upholstered-platform,Upholstered Platform,<p>Upholstered support</p><ul><li>Upholstered finish</li><li>Platform-style support</li><li>No box spring needed with compatible mattresses</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, priced",TRUE,Option,Platform base,bedtech-upholstered-platform-platform-base,239,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/official-lifestyle.jpg,1,Upholstered Platform | Discount Mattress Bowling Green,Upholstered Platform from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-standard-foundation,Standard Foundation,<p>Classic foundation support</p><ul><li>Stable foundation</li><li>Clean profile</li><li>Easy pairing with compatible frames</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, priced",TRUE,Option,Foundation base,bedtech-standard-foundation-foundation-base,169,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/official-lifestyle.jpg,1,Standard Foundation | Discount Mattress Bowling Green,Standard Foundation from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-high-rise-platform,High Rise Platform,<p>Raised platform support</p><ul><li>High-rise profile</li><li>Platform support</li><li>Storage-friendly clearance</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, priced",TRUE,Option,Platform base,bedtech-high-rise-platform-platform-base,159,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/official-lifestyle.jpg,1,High Rise Platform | Discount Mattress Bowling Green,High Rise Platform from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedtech-modern-platform,Modern Platform,<p>Modern platform support</p><ul><li>Modern low-profile look</li><li>Platform support</li><li>Easy bedroom setup</li></ul><p>Call or visit to confirm current sizes and showroom availability.</p>,BedTech,,Adjustable base,"primary, bedtech, Adjustable base, priced",TRUE,Option,Platform base,bedtech-modern-platform-platform-base,159,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedtech/official-lifestyle.jpg,1,Modern Platform | Discount Mattress Bowling Green,Modern Platform from BedTech. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
jamison-autograph,Autograph Collection,<p>Adaptive innerspring comfort</p><ul><li>Hybrid design</li><li>Handmade in the USA</li><li>Retail comfort collection</li></ul><p>Call or visit to confirm current showroom availability.</p>,Jamison,,Mattress,"secondary, jamison, Mattress, Multiple comfort options, Starting price, priced",TRUE,Option,Multiple comfort options,jamison-autograph-multiple-comfort-options,599.99,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/jamison/innerspring-hotel.png,1,Autograph Collection | Discount Mattress Bowling Green,Autograph Collection from Jamison. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
jamison-resort-foam,Resort Foam Collection,<p>Luxury resort comfort</p><ul><li>Resort-inspired comfort</li><li>Handmade in the USA</li><li>Foam comfort collection</li></ul><p>Call or visit to confirm current showroom availability.</p>,Jamison,,Mattress,"secondary, jamison, Mattress, Multiple comfort options, priced",TRUE,Option,Multiple comfort options,jamison-resort-foam-multiple-comfort-options,899.99,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/jamison/hotel-bed.png,1,Resort Foam Collection | Discount Mattress Bowling Green,Resort Foam Collection from Jamison. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
serta-icomfort,Serta iComfort Mattress,<p>Cool-to-the-touch foam comfort</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Serta,,Mattress,"secondary, serta, Mattress, Firm, medium, or plush, Cooling, priced",TRUE,Option,"Firm, medium, or plush",serta-icomfort-firm-medium-or-plush,999,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/serta/serta-icomfort-1.jpg,1,Serta iComfort Mattress | Discount Mattress Bowling Green,Serta iComfort Mattress from Serta. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
serta-icomfort-pro,Serta iComfortPro Mattress,<p>Advanced cooling support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Serta,,Mattress,"secondary, serta, Mattress, Extra firm or medium, Premium, priced",TRUE,Option,Extra firm or medium,serta-icomfort-pro-extra-firm-or-medium,1474,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/serta/icomfort-preview.jpg,1,Serta iComfortPro Mattress | Discount Mattress Bowling Green,Serta iComfortPro Mattress from Serta. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
serta-cascade-ridge-plush,Serta Cascade Ridge Plush,<p>Cushioned support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Serta,,Mattress,"secondary, serta, Mattress, Plush, Perfect Sleeper, priced",TRUE,Option,Plush,serta-cascade-ridge-plush-plush,599,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/serta/sheep-lifestyle.jpg,1,Serta Cascade Ridge Plush | Discount Mattress Bowling Green,Serta Cascade Ridge Plush from Serta. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
serta-cascade-canyon-firm,Serta Cascade Canyon Firm,<p>Firm zoned support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Serta,,Mattress,"secondary, serta, Mattress, Firm, priced",TRUE,Option,Firm,serta-cascade-canyon-firm-firm,699,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/serta/sheep-stretch.jpg,1,Serta Cascade Canyon Firm | Discount Mattress Bowling Green,Serta Cascade Canyon Firm from Serta. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
serta-cascade-canyon-medium,Serta Cascade Canyon Medium,<p>Balanced support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Serta,,Mattress,"secondary, serta, Mattress, Medium, priced",TRUE,Option,Medium,serta-cascade-canyon-medium-medium,699,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/serta/sheep-lifestyle.jpg,1,Serta Cascade Canyon Medium | Discount Mattress Bowling Green,Serta Cascade Canyon Medium from Serta. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
serta-cascade-range,Serta Cascade Range Plush Pillow Top,<p>Upgraded Cascade support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Serta,,Mattress,"secondary, serta, Mattress, Plush pillow top, Upgrade, priced",TRUE,Option,Plush pillow top,serta-cascade-range-plush-pillow-top,1099,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/serta/sheep-lifestyle.jpg,1,Serta Cascade Range Plush Pillow Top | Discount Mattress Bowling Green,Serta Cascade Range Plush Pillow Top from Serta. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
